pH,BOD,SS,DO,CG,Type
7.279,2.634,77.374,8.809,2356.184,5
6.881,7.55,87.981,3.244,301.34,5
7.352,0.188,85.219,2.113,1483.648,5
6.631,4.909,88.279,7.577,4770.879,5
6.706,1.955,25.631,5.333,3343.931,5
8.151,1.176,36.055,3.729,1639.72,5
8.484,4.765,34.615,7.826,1602.067,5
7.919,3.636,36.876,4.827,201.145,5
7.599,6.923,58.241,2.508,2683.204,5
7.103,1.549,27.533,5.204,3478.311,5
8.062,7.159,50.905,4.52,4896.26,5
7.726,6.71,47.698,6.451,1760.443,5
7.422,5.04,54.608,7.953,3151.925,5
7.449,6.875,83.644,3.808,1493.447,5
7.373,3.58,82.107,3.425,3736.137,5
6.773,6.486,0.532,9.58,3502.476,5
7.325,5.811,73.863,9.429,1171.869,5
6.9,4.114,53.748,7.241,4475.673,5
8.093,6.813,68.479,5.946,270.771,5
7.535,6.551,42.413,2.291,976.67,5
7.853,1.801,63.054,5.071,1930.875,5
7.672,3.767,82.966,7.037,4265.515,5
7.094,6.424,12.649,2.141,3921.555,5
7.359,0.735,89.28,3.612,2635.224,5
7.686,1.807,28.35,7.005,1418.673,5
8.363,7.57,93.369,7.247,1173.552,5
6.551,2.188,44.768,2.554,3049.35,5
7.658,1.887,88.561,4.198,2035.5,5
7.769,5.167,40.275,3.436,2570.31,5
6.671,6.962,70.306,5.825,373.755,5
7.224,5.09,61.47,4.402,518.265,5
7.841,5.28,38.529,3.94,4358.875,5
8.334,7.999,5.999,2.605,3679.405,5
7.069,5.096,9.692,4.133,2037.859,5
7.213,7.099,26.73,9.588,2059.461,5
8.218,1.327,82.436,6.743,2149.88,5
7.721,6.73,65.526,2.153,1634.994,5
8.137,3.671,37.886,6.364,1698.513,5
7.082,4.573,76.526,5.543,4354.468,5
6.547,6.804,25.992,4.901,1551.674,5
7.438,2.708,31.053,6.262,454.944,5
7.675,5.488,91.021,6.407,1402.348,5
6.748,6.762,41.86,5.249,4292.604,5
6.967,2.336,39.759,2.075,1135.476,5
8.087,1.443,45.633,2.532,4494.487,5
6.728,3.268,44.09,4.049,2581.81,5
8.355,3.533,74.874,2.176,1885.913,5
7.27,6.868,83.221,5.173,1191.7,5
6.823,0.222,85.711,6.429,3686.447,5
7.924,4.086,95.966,7.169,2219.533,5
8.117,7.814,37.295,4.368,2664.451,5
7.251,4.669,99.723,6.319,3410.285,5
8.472,5.03,30.611,7.604,1804.203,5
7.272,6.972,86.591,7.126,440.704,5
7.175,3.625,84.541,6.922,3416.045,5
8.485,4.073,70.771,4.854,3713.718,5
6.772,2.298,82.063,2.864,1996.366,5
7.265,2.295,85.792,2.369,4293.081,5
8.258,7.211,62.19,5.12,874.345,5
8.427,4.133,51.618,5.725,1884.286,5
8.319,0.272,76.913,6.184,1343.873,5
8.408,7.405,82.938,2.851,3998.069,5
7.963,4.242,68.689,9.379,4046.628,5
8.261,4.648,29.413,4.519,2568.623,5
7.003,2.569,26.483,3.308,926.959,5
7.259,0.14,36.31,4.008,3962.214,5
6.827,6.779,30.593,6.256,2144.503,5
7.918,2.488,79.432,2.45,3562.052,5
7.454,2.46,44.627,2.258,1808.995,5
6.601,4.557,35.418,3.336,4101.776,5
8.122,2.929,59.479,7.735,4304.537,5
7.754,0.302,35.871,8.168,1460.254,5
8.29,2.851,75.312,2.331,530.703,5
8.355,7.336,63.791,6.029,2699.998,5
7.065,4.899,45.276,9.342,3564.404,5
6.624,1.02,70.672,7.127,3263.44,5
8.059,7.536,93.887,7.007,4237.774,5
6.752,4.887,60.197,2.179,4220.907,5
6.591,0.467,99.22,2.542,4122.697,5
8.075,2.227,43.714,9.328,2200.461,5
8.337,5.594,51.503,2.025,2077.82,5
6.931,7.464,41.338,8.056,3258.049,5
7.569,5.259,9.372,9.871,2821.975,5
7.412,1.823,33.457,8.773,4758.916,5
6.733,6.591,8.717,6.232,2833.479,5
8.127,2.93,29.283,3.679,2417.919,5
8.382,2.772,44.37,3.449,2552.794,5
7.004,0.716,84.785,7.853,4387.747,5
6.708,3.089,66.501,2.041,3807.635,5
7.017,7.515,75.553,9.752,3468.581,5
8.259,4.523,65.797,7.409,1844.799,5
7.198,6.987,98.21,4.998,762.051,5
7.148,0.689,37.731,7.81,1793.94,5
8.019,7.125,85.539,6.539,1871.646,5
8.453,4.925,52.773,8.144,882.332,5
7.268,5.568,69.099,4.114,4293.154,5
7.891,0.676,40.994,6.535,4831.047,5
8.057,6.071,86.168,5.145,4379.666,5
8.193,4.81,39.673,7.877,2048.206,5
6.512,3.069,75.593,8.298,1046.495,5
7.871,7.88,63.477,2.54,813.089,5
6.921,1.639,47.945,4.942,4965.625,5
8.334,6.96,81.072,4.28,1959.709,5
6.894,4.905,64.784,9.583,111.252,5
8.141,2.433,46.346,5.27,1890.361,5
7.058,1.825,78.74,9.588,3906.502,5
7.746,3.288,91.722,3.581,2759.689,5
7.499,0.651,65.128,4.179,1536.552,5
6.766,7.216,41.236,2.68,3653.634,5
8.408,3.03,51.223,4.312,4899.739,5
6.648,5.443,22.818,7.846,2663.028,5
7.74,5.786,18.75,8.97,4309.237,5
8.146,2.253,28.597,4.833,3892.264,5
6.562,7.191,37.1,2.696,192.754,5
7.665,6.503,15.125,6.275,2507.324,5
8.054,1.586,66.686,6.301,4111.286,5
7.668,6.49,91.162,5.538,2866.141,5
8.281,5.706,66.736,4.723,325.556,5
6.61,5.819,29.116,8.722,3684.346,5
7.883,6.46,32.095,4.963,4100.091,5
8.278,2.678,79.695,2.493,4589.632,5
6.629,5.546,72.891,9.684,834.3,5
8.017,7.272,33.291,3.462,1760.571,5
7.243,7.942,51.969,4.746,3141.87,5
7.712,0.578,62.977,4.143,577.797,5
8.427,7.834,69.516,6.512,4425.502,5
7.08,2.363,77.588,3.453,4315.054,5
6.595,1.824,78.333,7.895,4151.444,5
6.605,7.778,0.534,8.925,163.812,5
7.594,7.726,57.357,9.903,338.13,5
6.794,1.145,84.552,8.093,3793.564,5
7.76,7.931,40.354,3.133,4817.828,5
7.02,6.462,62.938,3.968,1481.877,5
8.33,5.699,59.124,3.469,2322.191,5
7.64,1.419,71.773,4.834,3719.181,5
8.216,1.784,30.753,5.323,2309.35,5
7.935,1.536,34.841,7.307,2229.306,5
7.084,5.319,93.338,4.885,923.838,5
7.516,3.859,50.972,6.79,3147.667,5
7.161,0.623,63.228,9.353,4915.816,5
7.461,4.158,49.862,7.914,2824.557,5
7.526,4.63,30.716,8.467,3345.982,5
7.408,3.306,41.517,7.17,1955.645,5
6.688,0.201,83.862,5.68,3546.792,5
7.366,6.618,47.149,4.304,3958.819,5
6.854,3.413,57.519,6.115,1222.356,5
7.534,7.992,16.337,7.907,3532.526,5
7.161,2.304,75.354,8.661,553.651,5
6.962,0.482,83.191,4.014,1314.615,5
6.626,7.424,46.713,4.202,2391.629,5
7.798,5.413,41.852,8.653,3092.719,5
7.4,2.415,84.755,8.468,4271.962,5
6.547,0.216,97.257,6.285,2275.28,5
7.649,7.684,17.33,8.346,4363.824,5
7.978,5.382,47.342,6.221,3419.925,5
7.934,6.535,28.512,8.724,2892.492,5
7.143,5.278,98.781,3.371,786.619,5
7.206,0.384,61.32,5.826,4587.534,5
8.049,6.587,93.534,8.974,4349.496,5
8.466,7.734,16.5,7.468,1269.814,5
8.045,6.948,82.697,7.254,2297.616,5
7.04,1.886,40.091,4.324,2221.085,5
7.475,3.555,49.412,5.032,2661.687,5
8.409,3.876,58.969,3.828,4515.114,5
8.488,1.62,86.673,2.006,57.431,5
7.956,0.23,33.056,7.333,4019.186,5
6.847,0.087,59.346,4.09,2691.76,5
7.505,7.368,43.121,5.48,2561.366,5
7.727,4.417,35.197,4.289,2993.427,5
8.031,3.919,67.153,7.299,2906.929,5
6.934,3.659,89.042,3.629,3596.326,5
6.903,3.282,55.709,4.885,1378.73,5
8.211,3.452,34.546,7.973,2355.089,5
8.046,4.82,82.104,7.676,4069.183,5
7.909,4.25,79.881,7.826,2271.184,5
7.742,6.308,57.213,4.311,4577.571,5
6.658,2.198,64.382,2.799,2625.069,5
8.377,5.863,77.333,5.776,1862.499,5
7.953,4.888,91.287,4.461,3633.154,5
6.744,4.304,75.873,9.938,1375.681,5
7.1,6.319,54.436,8.705,3130.24,5
7.164,7.356,61.439,2.818,2219.086,5
6.952,6.104,8.194,4.665,1363.786,5
7.389,5.586,16.393,5.621,3388.96,5
7.839,2.669,49.738,3.894,1685.574,5
8.492,0.413,39.7,7.982,31.717,5
8.489,5.047,24.023,8.243,4621.022,5
7.61,3.971,71.303,9.197,4276.412,5
8.196,0.58,80.804,4.813,2353.175,5
7.35,4.429,88.831,8.781,791.11,5
7.733,5.876,54.127,2.649,1346.977,5
7.84,2.531,49.058,5.169,2736.583,5
6.721,6.167,79.084,8.898,2342.943,5
7.544,5.744,1.68,6.678,183.705,5
7.886,3.441,57.086,8.023,1547.944,5
8.156,4.31,31.451,2.222,4443.612,5
6.968,6.427,78.106,7.051,2013.707,5
6.968,7.233,71.526,9.206,3175.604,5
7.0,5.018,62.594,6.456,39.96,5
7.56,5.195,4.007,8.586,1599.121,5
6.851,7.537,82.253,5.87,1988.818,5
7.541,6.133,66.058,8.306,687.068,5
7.635,1.021,29.604,3.348,450.492,5
6.767,3.253,37.047,5.183,1193.569,5
7.29,7.722,69.482,3.262,3007.333,5
6.928,4.108,35.978,2.749,130.712,5
7.572,7.769,64.929,2.744,3327.67,5
7.807,5.049,15.286,7.475,3409.6,5
6.696,1.287,53.324,5.047,1428.052,5
8.264,5.77,67.229,6.058,4617.414,5
7.854,4.814,65.089,5.942,3990.657,5
6.944,5.398,2.909,5.584,2702.149,5
7.959,5.275,46.678,7.812,3487.287,5
8.054,6.871,14.736,4.9,304.478,5
8.455,6.979,29.463,5.233,3275.245,5
6.648,5.405,96.129,2.869,1299.444,5
7.937,1.072,29.995,5.566,3153.244,5
7.805,5.2,75.319,8.817,2243.61,5
6.608,7.016,48.261,6.044,1306.823,5
8.026,0.634,86.767,6.791,1835.583,5
7.817,1.842,45.555,9.114,1053.584,5
7.788,5.256,50.672,7.34,4233.463,5
6.997,7.608,31.993,6.934,3375.067,5
6.865,1.254,56.844,8.941,4361.414,5
7.702,3.22,46.203,4.139,1991.469,5
7.735,7.581,52.869,3.677,2239.533,5
8.443,4.872,39.64,5.365,1607.599,5
7.382,6.435,67.51,9.149,4179.361,5
6.519,6.944,88.589,4.933,412.641,5
7.559,2.42,52.954,6.691,238.064,5
7.833,5.637,78.928,4.001,1733.432,5
7.649,5.347,35.84,9.848,2329.257,5
8.334,6.831,35.45,6.186,2530.017,5
6.566,1.392,67.374,3.465,474.55,5
7.444,1.553,97.343,7.505,2602.745,5
7.196,0.702,43.154,3.526,293.435,5
7.241,6.29,85.075,7.621,4614.796,5
7.582,0.72,35.129,6.285,1822.323,5
8.183,1.006,88.148,4.855,2265.804,5
6.654,4.779,42.702,4.12,4856.698,5
8.022,2.013,50.757,4.9,656.007,5
6.545,2.24,40.695,5.445,442.626,5
6.705,7.518,52.506,8.137,932.297,5
6.932,5.505,16.627,8.403,4132.474,5
6.794,4.292,34.235,3.753,185.072,5
8.021,4.666,93.386,4.184,4675.507,5
6.781,5.178,80.741,4.503,371.816,5
7.465,6.156,74.799,8.334,1907.368,5
7.92,2.471,72.583,4.382,4698.275,5
8.393,5.924,10.299,7.832,2940.693,5
6.724,1.778,34.475,3.489,958.089,5
8.111,2.431,86.365,4.602,2652.369,5
8.141,1.707,44.566,7.88,3230.425,5
7.176,7.472,75.699,8.595,2668.622,5
8.127,4.83,80.456,3.55,3383.036,5
7.207,4.34,28.874,4.585,3790.412,5
8.171,7.91,69.164,3.138,652.635,5
8.093,5.657,50.797,9.185,4612.372,5
8.012,5.748,67.059,8.972,632.301,5
8.281,3.974,39.644,9.107,3114.757,5
7.629,6.123,14.451,2.521,4329.545,5
6.951,3.104,46.407,2.292,4939.296,5
6.512,5.285,7.849,9.99,4695.78,5
7.165,0.921,81.055,6.373,2257.39,5
8.35,3.24,70.774,2.162,3087.028,5
7.954,6.437,76.189,6.489,4193.195,5
8.229,0.381,51.368,9.265,3717.209,5
8.218,1.031,65.467,9.289,1922.855,5
6.809,2.167,54.836,7.277,2952.08,5
6.547,2.308,75.07,7.414,1649.145,5
6.764,2.235,63.384,8.061,1077.875,5
7.738,2.778,80.601,2.819,3040.963,5
8.018,4.617,61.957,4.945,3919.431,5
8.299,0.861,29.086,2.735,3965.892,5
7.89,1.877,25.437,6.36,416.173,5
6.541,7.73,21.779,6.446,2502.294,5
7.854,7.154,36.201,4.143,2790.661,5
8.468,2.255,91.759,3.363,925.82,5
7.127,3.295,97.432,8.553,1233.636,5
8.227,6.189,40.437,7.174,1367.007,5
6.855,0.768,54.777,9.988,3785.71,5
7.822,1.602,46.484,2.809,1346.504,5
7.767,7.3,56.588,4.628,4729.356,5
6.915,7.449,33.396,2.8,1297.226,5
7.654,0.315,85.328,9.961,4376.319,5
8.314,3.662,59.665,3.274,3702.636,5
7.263,4.157,57.209,3.926,46.701,5
7.067,4.778,51.511,6.677,4783.064,5
7.788,7.51,29.808,7.267,1858.776,5
7.344,5.413,0.991,8.524,1269.651,5
7.428,4.802,37.46,8.213,2034.679,5
7.07,2.784,39.845,7.713,3916.38,5
7.952,5.788,83.258,8.927,2057.401,5
8.263,3.901,63.378,7.348,3259.655,5
7.121,3.134,26.784,4.883,2079.409,5
6.509,7.313,14.899,7.903,1628.104,5
8.129,4.404,88.402,2.778,870.197,5
8.145,1.728,54.875,2.894,4663.512,5
7.92,1.88,37.475,2.389,1486.712,5
8.435,7.016,12.704,2.564,2919.929,5
8.193,4.365,63.982,7.984,2704.263,5
7.291,2.539,38.478,4.165,3070.311,5
7.468,0.841,50.692,8.431,1911.554,5
7.98,0.619,87.151,8.083,3882.013,5
6.546,0.182,75.688,2.367,974.953,5
7.89,6.183,43.18,6.039,3515.018,5
7.01,1.899,55.724,3.318,2023.071,5
7.819,0.568,94.388,2.167,1786.412,5
8.461,2.342,47.691,7.157,37.051,5
7.232,3.937,35.244,3.258,4656.919,5
8.473,3.358,33.034,5.13,4141.888,5
8.005,2.677,30.707,8.582,3852.506,5
6.574,4.56,79.4,6.09,335.512,5
8.141,6.355,41.314,2.674,1056.14,5
8.136,3.661,50.057,7.293,2668.567,5
7.293,6.3,45.646,2.926,1235.393,5
6.968,7.873,87.677,5.427,4156.719,5
6.575,2.371,94.249,4.069,3010.305,5
6.658,7.372,72.412,5.322,4637.063,5
6.791,2.138,44.699,7.72,2519.589,5
7.329,6.243,27.116,6.509,1769.729,5
7.661,0.602,30.989,3.702,300.576,5
7.922,0.18,98.557,7.393,4493.237,5
8.232,7.266,85.433,8.292,872.382,5
6.616,7.933,54.355,7.994,1963.134,5
6.633,1.874,77.838,9.666,2468.538,5
7.245,5.187,94.539,3.963,3219.34,5
6.81,7.594,57.181,5.657,1087.425,5
7.763,5.235,32.663,8.525,529.088,5
7.714,5.111,62.636,8.809,1844.609,5
7.305,7.517,11.536,7.308,4305.466,5
8.499,6.257,49.216,9.533,2641.998,5
6.72,4.313,62.106,6.806,964.317,5
6.72,1.621,81.448,2.525,4784.902,5
7.569,1.765,53.838,2.295,928.732,5
7.001,4.576,54.075,7.298,1394.541,5
8.236,4.78,74.418,7.064,4475.345,5
7.587,2.438,74.187,8.225,1577.746,5
6.934,1.752,48.961,5.882,170.805,5
7.686,5.871,5.876,5.051,2946.123,5
8.444,2.803,95.304,3.595,226.731,5
6.674,2.973,55.74,3.487,1860.387,5
8.342,3.873,28.075,3.532,2625.791,5
7.817,7.089,59.999,9.906,3960.529,5
7.687,7.713,35.454,8.173,2056.123,5
7.942,1.11,82.451,7.929,2349.64,5
8.081,5.154,87.835,7.332,148.069,5
7.769,6.89,90.121,2.379,199.504,5
8.385,4.256,68.557,7.925,4929.317,5
8.141,5.347,83.897,5.699,823.472,5
8.294,0.825,48.838,4.028,3163.046,5
7.118,3.787,64.488,2.94,763.436,5
7.692,2.604,27.748,7.43,1048.101,5
7.28,1.166,29.023,5.744,1490.357,5
6.527,5.608,48.24,4.579,3247.501,5
8.453,6.151,30.166,9.599,4128.895,5
8.473,6.308,26.439,5.175,1453.816,5
7.802,0.329,31.959,9.838,1543.64,5
6.827,0.065,90.102,4.169,120.541,5
7.991,5.516,88.872,3.431,4826.121,5
8.22,5.604,56.694,5.511,2352.05,5
7.654,4.968,63.164,3.651,1385.8,5
6.832,0.664,90.048,5.926,1988.259,5
7.73,4.305,54.476,2.556,2130.604,5
6.799,0.314,33.019,6.366,2774.838,5
6.824,3.574,81.707,3.759,699.643,5
8.253,6.878,35.886,6.353,3802.596,5
6.81,5.592,29.684,5.059,657.58,5
6.871,0.832,31.218,9.804,4789.521,5
7.335,5.019,18.711,2.96,583.326,5
6.63,0.999,29.259,6.228,1418.599,5
6.766,1.618,68.806,8.167,1026.889,5
8.262,3.739,87.125,2.848,1890.856,5
8.408,0.247,40.225,6.43,3709.8,5
7.658,7.502,89.132,9.122,2169.552,5
7.062,4.72,58.351,4.371,674.141,5
6.969,0.971,64.479,3.837,3461.733,5
7.364,7.146,20.24,4.002,1854.291,5
7.986,7.97,18.202,6.637,554.391,5
7.357,4.702,53.255,7.789,1984.335,5
6.846,3.455,35.026,3.416,2052.854,5
8.145,7.968,39.158,4.287,2367.75,5
7.894,3.536,53.37,4.366,3045.141,5
8.396,6.255,54.066,6.473,1216.021,5
6.947,0.235,31.032,5.985,3505.566,5
6.76,6.797,38.806,2.605,2968.105,5
7.078,4.295,34.318,2.34,88.249,5
8.454,4.867,40.897,5.917,2802.384,5
7.189,7.26,52.474,4.079,2117.641,5
8.493,2.331,47.514,8.418,1787.598,5
6.843,3.183,81.456,3.466,4124.904,5
6.938,6.898,23.398,5.772,2484.053,5
7.548,1.667,75.287,6.003,195.207,5
6.512,0.255,55.06,8.849,125.014,5
6.571,3.926,98.838,7.376,1222.557,5
7.093,5.381,91.487,5.392,3411.923,5
6.552,7.783,51.923,8.751,3627.717,5
6.837,7.781,84.167,3.608,4626.913,5
7.532,5.481,75.964,6.118,3319.085,5
7.749,2.222,56.299,2.172,1525.924,5
6.632,7.644,29.968,7.212,1069.894,5
7.24,5.47,30.692,4.971,2904.178,5
7.184,3.962,33.772,8.362,2278.236,5
7.215,3.558,82.345,4.711,3057.793,5
8.465,4.031,70.679,7.294,691.911,5
6.909,6.426,13.59,5.763,1984.558,5
8.305,5.825,56.318,9.284,4185.998,5
6.517,5.399,57.153,2.125,2049.935,5
7.2,7.461,77.452,4.66,1376.907,5
8.06,4.013,60.609,8.109,3799.028,5
7.607,3.315,80.435,4.395,521.113,5
7.202,1.304,85.152,5.821,1730.395,5
7.362,6.481,21.271,9.376,3758.9,5
8.3,6.33,79.831,2.3,4390.258,5
6.51,2.739,52.108,7.268,4933.127,5
8.153,5.182,52.76,2.85,3176.753,5
7.527,4.298,30.76,5.947,2459.816,5
7.236,0.863,88.135,2.83,2441.798,5
8.102,3.567,75.427,6.119,38.957,5
6.695,6.446,9.663,9.418,1127.67,5
7.74,1.843,49.774,5.424,2347.784,5
8.302,3.957,36.163,7.136,4793.082,5
7.992,4.098,29.118,7.995,384.265,5
8.436,5.119,84.545,3.145,1891.503,5
7.651,0.55,98.086,4.758,4464.742,5
8.252,2.404,59.181,3.366,3837.019,5
6.833,4.802,34.34,2.593,4759.436,5
7.17,4.634,97.493,9.117,2005.219,5
7.259,1.714,41.205,4.266,4041.883,5
7.017,4.026,50.431,4.429,316.875,5
7.316,7.257,71.38,6.541,155.258,5
7.176,7.573,24.809,2.45,2225.542,5
7.224,5.216,44.992,9.526,557.558,5
7.966,6.164,3.592,6.159,3915.896,5
7.892,2.999,94.109,5.941,2676.878,5
7.071,5.955,24.61,3.051,26.665,5
6.61,5.153,57.946,3.385,2718.366,5
6.733,1.489,40.976,2.84,132.863,5
7.729,5.44,58.133,7.591,2961.916,5
8.199,5.657,30.832,5.521,1380.924,5
6.52,3.673,28.867,7.407,3325.767,5
7.408,6.68,79.693,4.705,3729.385,5
8.083,5.858,84.036,2.065,2656.303,5
8.216,2.805,30.222,7.757,4051.407,5
7.768,3.04,78.817,7.857,4084.062,5
6.799,4.484,80.275,9.789,915.809,5
7.703,2.34,42.638,8.248,3362.458,5
7.957,7.623,89.636,6.766,3905.662,5
7.505,5.297,92.671,9.89,2012.003,5
7.342,6.079,48.999,9.184,4788.328,5
7.614,6.711,34.513,3.454,762.508,5
6.939,7.67,18.956,6.995,4362.9,5
7.95,2.851,84.789,3.936,3696.393,5
7.026,4.914,84.11,6.585,3827.543,5
7.978,1.978,74.748,4.038,1094.314,5
6.883,6.309,1.074,4.034,4149.572,5
6.929,1.831,63.751,2.794,3476.367,5
8.425,2.728,69.115,9.472,3646.857,5
7.134,7.178,23.571,3.392,1615.411,5
7.99,0.721,89.18,4.348,4705.45,5
7.812,1.433,77.234,6.861,3968.502,5
7.206,6.824,33.464,6.514,1055.423,5
7.756,6.715,31.925,9.742,4524.112,5
7.983,7.339,43.992,3.269,3774.766,5
8.009,5.861,81.735,8.836,4299.239,5
7.454,7.55,9.18,6.692,665.964,5
7.111,7.675,40.061,5.643,1251.776,5
7.812,0.716,87.886,6.844,3634.377,5
7.923,5.805,44.786,8.706,4950.182,5
6.52,7.178,63.463,9.655,378.964,5
7.363,3.797,37.061,5.571,3747.571,5
8.115,5.037,21.034,6.736,3047.008,5
8.121,4.616,94.462,2.433,4725.593,5
8.237,4.664,77.046,6.621,4122.491,5
6.616,6.641,92.873,6.487,4230.771,5
7.254,7.44,56.018,9.464,2669.252,5
8.082,6.055,84.544,3.522,489.344,5
6.704,2.122,32.229,8.143,2346.669,5
7.501,6.555,56.18,8.999,268.914,5
7.234,3.373,71.953,4.771,2437.914,5
8.264,4.269,61.324,6.596,4079.938,5
8.397,4.578,91.009,8.687,219.959,5
7.747,2.268,40.604,4.157,1132.393,5
7.495,5.113,92.129,4.904,3183.693,5
6.793,3.634,76.704,5.496,2788.787,5
6.893,0.98,46.533,8.113,4958.186,5
8.223,5.119,2.434,9.061,2822.663,5
7.395,1.429,74.982,6.0,3626.987,5
7.047,6.363,74.884,5.387,4147.739,5
8.287,1.556,83.498,6.1,1235.187,5
7.783,2.254,96.231,7.862,2924.752,5
8.109,3.546,71.757,6.922,3435.426,5
6.676,3.523,67.332,2.996,3382.427,5
7.027,3.907,91.804,3.57,313.098,5
6.919,7.293,79.563,2.932,3927.946,5
7.307,4.877,76.818,6.493,3248.365,5
8.497,7.135,87.28,9.036,2180.489,5
7.131,5.059,16.246,2.524,3968.767,5
6.776,7.307,7.155,6.824,2320.346,5
7.118,5.162,53.915,2.482,579.242,5
7.666,3.587,90.747,5.146,3000.136,5
7.606,5.598,92.227,8.862,4468.478,5
7.951,2.659,65.154,3.662,3949.296,5
8.38,0.842,87.697,4.201,109.794,5
7.277,3.074,54.168,5.571,4317.67,5
8.295,1.114,38.457,9.372,1761.096,5
7.881,3.284,78.317,5.65,481.893,5
7.676,3.796,47.67,8.795,651.231,5
7.132,5.43,14.239,5.007,3655.27,5
6.823,4.121,70.608,2.9,28.232,5
7.917,6.821,17.253,6.82,1176.743,5
7.898,2.53,74.709,4.962,3563.59,5
8.459,2.079,97.964,6.746,3970.211,5
7.793,5.256,78.584,6.641,4423.944,5
8.185,0.266,68.584,2.855,3014.355,5
7.439,4.815,78.432,7.722,3809.594,5
8.23,2.62,72.262,4.34,1232.753,5
7.67,4.992,71.799,2.562,388.887,5
7.193,7.533,4.538,4.521,719.825,5
8.048,6.332,26.642,3.207,2721.762,5
7.964,2.53,64.495,5.271,2825.424,5
6.536,7.64,63.038,2.553,2337.638,5
8.346,2.406,37.278,6.677,2327.115,5
6.847,4.495,99.43,2.933,2463.093,5
8.462,5.852,36.268,3.406,2812.147,5
6.908,6.617,10.551,9.441,52.149,5
7.326,1.442,38.724,4.761,2975.976,5
6.57,6.901,73.701,2.824,3227.044,5
7.775,0.825,89.667,6.06,3385.908,5
7.118,7.434,9.19,3.297,4498.135,5
7.868,7.602,30.728,4.6,1254.008,5
7.688,0.462,80.236,6.2,4915.772,5
7.87,3.705,83.92,6.449,1679.41,5
6.585,1.243,54.72,4.696,4404.455,5
7.215,5.788,14.068,5.769,1346.457,5
8.466,1.909,66.871,8.512,2506.25,5
7.655,5.551,67.542,2.642,3800.8,5
8.26,5.5,96.678,7.652,583.941,5
8.324,4.199,42.563,3.61,4188.802,5
7.276,4.093,76.582,4.94,3169.269,5
6.782,7.223,33.013,3.006,1719.376,5
7.412,7.319,39.574,7.887,3259.299,5
8.037,7.394,38.848,2.892,2176.455,5
7.312,2.588,32.986,9.328,4763.626,5
8.475,4.712,85.01,8.463,237.896,5
8.066,3.452,34.445,4.519,2695.08,5
7.214,3.299,51.615,4.421,4474.184,5
8.498,0.375,30.788,8.57,1760.909,5
7.279,4.327,62.255,3.928,2378.084,5
8.465,5.839,64.365,8.351,2410.202,5
8.427,7.884,6.43,5.61,41.912,5
7.45,0.641,35.222,8.43,1662.245,5
7.457,0.289,53.68,7.82,1248.478,5
8.153,2.681,32.456,5.416,2165.247,5
6.727,7.94,64.313,9.898,4701.966,5
8.164,7.466,10.789,2.961,3057.747,5
7.67,4.367,86.021,8.292,171.767,5
7.019,5.543,15.971,8.256,3714.451,5
8.095,0.643,35.244,8.118,3684.366,5
8.051,7.663,77.766,4.293,3155.561,5
8.47,1.855,33.05,9.176,985.805,5
8.497,3.527,92.069,6.834,3638.98,5
8.38,3.986,62.02,3.403,2705.891,5
8.464,2.236,88.468,9.927,2633.204,5
7.201,3.288,34.483,2.194,920.9,5
7.573,5.146,12.763,2.909,288.097,5
7.608,4.734,43.209,2.159,1394.687,5
7.206,2.543,42.04,2.734,3790.741,5
7.732,5.878,15.141,9.168,3794.871,5
6.727,1.574,40.577,2.106,589.075,5
7.113,5.027,91.787,9.226,519.992,5
7.781,5.898,37.91,5.837,912.52,5
8.238,4.567,97.808,5.41,1516.828,5
7.65,5.703,28.229,9.937,4082.259,5
7.858,2.613,80.827,9.657,2463.561,5
8.486,2.968,85.707,9.912,4085.927,5
7.695,0.009,51.51,9.604,4366.168,5
6.581,0.428,58.548,2.953,977.78,5
8.202,2.005,32.577,5.003,2225.409,5
7.656,1.89,49.114,9.312,4673.823,5
6.95,6.903,41.441,2.151,1414.985,5
8.323,3.086,38.144,5.335,142.464,5
8.196,4.18,49.878,2.689,1142.98,5
8.312,3.859,52.204,7.684,3379.761,5
7.08,0.826,53.176,4.384,61.603,5
8.341,5.132,69.172,5.731,1980.112,5
7.793,6.23,46.939,7.75,3680.446,5
8.102,1.106,27.415,9.433,4621.845,5
8.231,7.943,74.501,9.549,1565.641,5
7.176,7.071,40.851,9.6,332.555,5
8.173,7.433,48.401,7.226,3217.196,5
7.533,3.93,78.567,3.417,2271.809,5
6.606,6.735,27.592,3.743,2844.885,5
7.413,7.592,54.943,8.928,4722.657,5
8.252,1.304,81.413,4.745,2785.01,5
6.895,4.402,99.983,6.238,720.605,5
7.325,6.969,59.005,6.762,3538.976,5
7.483,0.401,82.12,2.059,1881.593,5
6.569,5.366,17.349,5.642,923.062,5
7.55,3.832,98.261,8.066,1745.657,5
8.207,4.331,46.726,8.038,2448.257,5
6.573,1.442,50.306,2.514,1753.062,5
6.777,0.871,70.201,6.172,3270.752,5
6.965,5.18,58.45,4.487,1372.789,5
7.647,4.144,68.093,8.42,1963.952,5
6.703,7.467,87.169,7.459,3007.517,5
8.363,6.432,39.655,9.111,3208.008,5
8.028,1.274,80.187,5.922,4197.048,5
8.237,2.677,59.422,3.899,4996.943,5
7.343,3.25,52.359,3.166,1351.386,5
8.434,3.297,96.746,5.253,2914.269,5
8.338,4.388,45.765,4.882,1112.664,5
