MolecularWeight,TPSA,Complexity,HeavyAtomCount,RotatableBondCount,RDKit_logP,RDKit_TPSA,RDKit_MolWt,LD50
219.24,46.6,282,16,2,1.4578,46.61,219.24,1.688
145.2,49.3,93.6,10,5,1.4622,49.33,145.202,1.657
301.34,56.8,310,22,8,3.6038,56.79,301.342,1.254
150.6,26.3,104,9,3,1.5669,26.3,150.605,2.598
527.2,54.6,763,31,9,4.8926,46.17,527.196,2.987
384.2,64.6,614,25,6,3.9643,64.63,384.259,2.563
132.16,35.5,101,9,3,1.2796,35.53,132.159,2.292
364.4,102,521,23,10,3.1168,71.81,364.404,4.219
211.22,80.7,197,12,5,2.0202,55.4,211.223,3.228
378.4,102,536,24,11,3.5069,71.81,378.431,4.624
88.15,29.3,26.7,6,2,-0.4933,29.26,88.154,1.89
101.19,12,33.4,7,2,1.3928,12.03,101.193,2.119
239.27,80.7,223,14,7,2.8004,55.4,239.277,3.981
415.5,146,517,24,7,4.3223,63.6,415.543,2.716
334.5,74.5,380,19,0,4.4501,71.82,334.468,4.358
132.11,52.6,104,9,4,-0.2775,52.6,132.115,1.394
387.5,146,454,22,7,3.6862,63.6,387.489,2.81
132.16,35.5,90.3,9,4,0.5844,35.53,132.159,1.19
296.3,63.6,446,22,2,3.71422,63.6,296.322,3.304
100.16,24.1,54,7,0,-0.4323,24.06,100.165,1.693
286.32,71.1,314,20,13,1.2582,71.06,286.324,1.422
184.27,26.3,141,13,9,3.0761,26.3,184.279,2.51
155.15,55.7,204,11,5,0.4415,55.73,155.153,2.365
137.02,0,13.1,5,2,2.1814,0,137.02,1.696
371.3,123,404,26,6,4.0781,122.82,371.333,3.43
242.44,38.1,137,17,13,3.8441,38.05,242.451,2.937
634.8,63.6,900,31,7,5.0827,63.6,634.809,3.422
173.25,52.3,126,12,7,2.2981,52.32,173.256,1.74
66.06,47.6,82.6,5,0,0.42366,47.58,66.063,3.674
88.17,25.3,22.8,5,0,1.5134,0,88.175,1.702
165.23,32.6,228,12,2,2.749,32.59,165.236,1.82
325.4,109,412,24,4,2.10562,109.17,325.372,2.445
332.3,44.8,358,23,6,5.6018,44.76,332.336,2.131
212.2,61.8,280,15,9,1.5685,61.83,212.201,2.736
116.07,74.6,119,8,2,-0.2882,74.6,116.072,2.215
131.17,49.3,83.1,9,4,1.0721,49.33,131.175,1.613
235.4,39.7,134,15,10,1.6443,39.72,235.4,1.265
321.7,67.4,350,20,4,4.1723,39.19,321.707,1.808
298.4,62.8,332,20,10,4.6165,54.37,298.448,2.109
353.4,101,405,26,7,2.8199,101.21,353.426,2.396
150.22,20.2,111,11,2,2.65312,20.23,150.221,2.313
432.4,144,776,28,8,0.9985,115.93,432.395,3.636
234.29,57.5,265,17,3,2.5391,57.53,234.295,1.944
90.12,40.5,17.5,6,3,-0.2488,40.46,90.122,1.772
291.06,61.8,316,16,7,3.4198,61.83,291.067,2.425
88.11,40.5,34.8,6,2,-0.4728,40.46,88.106,1.848
610.5,107,618,31,20,6.5513,106.59,610.556,2.348
183.16,68.5,216,13,3,1.0246,68.54,183.163,2.184
86.09,40.5,66,6,0,-1.0256,40.46,86.09,2.914
122.3,50.6,17.5,6,3,2.4076,0,122.258,1.78
150.6,18.5,103,9,1,1.3767,18.46,150.605,3.117
731.3,136,1170,52,19,6.11962,136.04,731.29,3.296
272.4,101,221,14,7,4.2414,18.46,272.397,5.037
166.22,18.5,98,12,5,1.8496,18.46,166.22,1.861
178.23,18.5,144,13,4,2.3187,18.46,178.231,1.683
128.21,17.1,76.6,9,5,2.5458,17.07,128.215,1.618
234.32,54,194,15,9,0.9838,53.99,234.324,2.347
734.8,202,1340,52,10,8.0272,185.4,734.764,1.934
410.42,187,464,28,4,-5.7962,186.78,410.42,1.136
239.14,34.1,161,14,9,3.638,34.14,239.142,2.777
254.3,115,223,14,5,2.12852,57.38,254.273,3.501
240.17,129,178,16,9,-0.5638,123.2,240.168,2.381
461.5,178,851,31,4,3.6412,161.23,461.473,1.623
98.14,20.2,72.2,7,2,1.111,20.23,98.145,1.722
192.28,18.1,198,13,3,3.1476,20.23,192.283,2.33
282.3,115,247,16,7,2.90872,57.38,282.327,4.703
272.3,47.6,418,21,4,4.56066,47.58,272.351,2.097
632.4,287,1160,40,6,4.3034,267.76,632.376,1.841
102.13,29.5,43.3,7,4,0.1813,29.46,102.133,1.525
210.31,37.3,241,15,5,2.853,37.3,210.317,1.813
375.5,52.9,409,27,8,5.81844,27.63,375.541,2.554
134.17,27.7,41.6,9,6,0.2958,27.69,134.175,1.395
154.21,26.3,165,11,0,1.8822,26.3,154.209,1.597
158.58,40.5,118,10,0,2.05962,40.46,158.584,2.05
189.3,88.1,78.6,13,10,-2.3274,88.13,189.307,1.676
302.9,17.1,204,20,16,7.0133,17.07,302.93,1.606
118.16,58,77.3,7,0,0.6741,32.67,118.161,1.782
270.5,20.2,145,19,16,6.2402,20.23,270.501,1.131
236.27,59,412,17,3,1.3173,61.19,236.271,2.032
255.23,107,283,15,7,1.1733,81.7,255.232,3.31
733.9,194,1180,51,7,1.7856,193.91,733.937,2.203
342.4,102,485,23,5,2.0244,93.73,342.417,2.234
416.6,60.7,688,30,6,5.7047,60.69,416.646,5.827
98.15,49.8,99.9,7,1,0.63738,49.81,98.149,3.123
280.74,17.1,54.3,6,0,2.0238,17.07,280.741,3.448
99.13,43.1,101,7,1,0.4379,43.09,99.133,1.445
139.15,50.1,187,10,4,1.01938,50.09,139.154,1.278
370.8,43.4,498,18,0,3.1477,43.37,370.83,2.207
401.4,81.7,625,30,6,3.8237,81.7,401.418,2.325
176.12,104,202,12,2,-2.8066,104.06,176.124,1.216
381.7,35.5,352,23,10,6.1737,35.53,381.727,2.98
203.32,26,176,15,2,3.3076,26.02,203.329,2.469
334.5,58.6,390,24,11,2.3555,58.64,334.46,2.739
108.14,47.6,142,8,2,1.44986,47.58,108.144,2.432
298.33,74.9,453,21,7,0.2319,74.91,298.339,2.219
105.14,66.5,51.7,7,2,-1.3116,66.48,105.137,0.791
207.25,90.2,181,14,3,1.9441,64.94,207.258,3.417
256.4,76.9,164,14,9,4.8075,26.3,256.373,3.298
422.6,179,399,23,15,3.5032,71.06,422.552,5.058
196.29,26.3,237,14,6,3.2406,26.3,196.29,1.149
350.15,113,419,22,8,1.8064,112.93,350.154,2.59
423.6,61.8,461,25,7,5.5969,61.83,423.616,2.111
208.23,27.7,102,13,6,3.4883,27.69,208.238,3.096
245.27,46.6,371,18,3,2.275,50.52,245.278,1.788
376.4,93.2,516,28,7,2.3452,93.21,376.416,2.099
186.25,7.8,145,14,1,1.0026,7.76,186.258,3.27
211.26,43.1,209,16,3,2.3038,43.09,211.264,2.547
303.3,152,531,19,2,0.9154,134.76,303.317,0.734
549.7,49.3,747,25,1,3.8738,49.33,549.707,3.594
366.4,71.1,348,26,16,3.6336,71.06,366.454,1.641
232.23,63.8,309,17,4,1.30378,63.84,232.239,1.667
222.28,17.1,265,17,3,3.9558,17.07,222.287,1.999
390.6,52.6,369,28,18,6.7212,52.6,390.564,0.92
127.14,46.2,126,9,0,0.2032,46.17,127.143,0.75
214.22,46.5,233,16,3,2.6114,46.53,214.22,1.854
137.14,63.3,136,10,1,0.967,63.32,137.138,1.404
241.24,66.4,310,18,3,2.6371,66.4,241.246,1.436
226.19,112,283,16,1,2.332,106.51,226.188,3.555
177.3,60.6,99.8,10,4,2.3662,3.24,177.338,2.396
357.4,107,510,26,5,1.4601,104.22,357.37,2.854
219.24,38.8,288,16,2,1.5167,38.77,219.24,3.472
227.26,63.3,247,17,3,1.4078,63.32,227.263,2.166
152.15,71.8,155,11,0,1.48542,69.16,152.153,1.346
314.4,26.3,258,15,6,4.3891,26.3,314.423,2.177
232.3,101,134,11,6,2.5999,18.46,232.332,3.491
398.5,65.6,423,28,9,2.095,65.56,398.548,3.169
293.2,27.8,253,17,2,3.4725,27.82,293.208,4.069
163.17,49.7,193,12,2,1.7194,49.66,163.176,1.585
308.8,33.6,375,21,5,4.0097,33.62,308.853,3.726
276.29,74.8,425,20,7,0.3968,74.76,276.292,2.701
150.13,54.4,165,11,2,1.1973,54.37,150.133,1.301
280.79,33.6,330,19,4,3.4455,33.62,280.799,3.471
290.36,59.6,357,21,5,2.2405,59.59,290.363,2.685
211.26,43.1,245,16,2,2.80822,43.09,211.264,2.48
270.21,55.1,327,19,2,3.25412,55.13,270.21,3.061
206.19,44.8,274,15,2,1.8102,48.67,206.197,2.849
328.2,50.9,337,21,5,3.7757,50.94,328.243,1.914
140.14,46.5,213,10,1,0.9078,50.44,140.138,2.086
177.24,20.3,146,13,4,2.3453,20.31,177.247,1.442
154.25,20.2,185,11,0,2.1935,20.23,154.253,1.876
450.6,40.6,642,33,8,5.8649,40.62,450.598,3.11
266.76,33.6,288,18,4,3.0554,33.62,266.772,2.551
389.1,26.3,510,24,5,5.0165,26.3,389.147,3.661
287.44,60.8,216,20,14,2.7205,60.77,287.444,2.027
276.37,42.9,333,20,5,2.8007,42.85,276.38,2.646
178.23,26.3,157,13,4,2.4994,26.3,178.231,1.503
252.4,0,254,19,2,5.12792,0,252.401,1.749
252.74,33.6,262,17,4,2.8094,33.62,252.745,2.461
361.4,76.7,432,24,7,5.7294,48.42,361.403,2.366
287.18,33.6,289,18,4,3.4628,33.62,287.19,2.662
269.15,71.8,304,15,3,1.6287,63.4,269.153,2.059
207.05,29.5,132,12,3,2.3645,29.46,207.056,2.167
346.6,69.7,348,23,4,6.2708,16.13,346.565,1.732
234.38,20.2,242,17,4,4.7674,20.23,234.383,2.851
257.25,83.6,319,16,4,2.7628,51.48,257.251,2.711
201.22,67.5,338,15,1,1.32752,71.77,201.229,2.449
338.4,118,467,20,8,2.5719,62.58,338.391,4.353
287.18,33.6,299,18,4,3.4628,33.62,287.19,2.89
400.5,118,576,25,9,4.0241,62.58,400.462,3.125
372.5,69.7,751,27,9,3.7113,69.67,372.461,3.27
192.21,38.8,209,14,4,1.6896,38.83,192.214,1.922
447.9,66.4,495,24,3,6.5575,66.4,447.916,2.282
230.23,37.3,259,17,3,3.1198,37.3,230.238,2.557
591.8,61.3,765,41,16,7.9997,36.02,591.784,4.493
294.82,33.6,339,20,5,3.8356,33.62,294.826,3.428
244.26,37.3,284,18,3,3.6808,37.3,244.265,2.86
170.25,55.1,209,12,0,0.4333,55.12,170.256,2.267
211.13,135,272,15,1,0.6019,129.37,211.133,2.228
288.4,33.6,354,21,5,3.9155,33.62,288.435,3.118
358.65,80.3,395,21,8,4.242,80.29,358.651,2.05
172.57,71.8,159,11,0,1.8304,69.16,172.571,1.429
372.8,70.5,459,26,7,4.4059,70.54,372.808,2.401
264.34,33.6,330,19,4,2.9312,33.62,264.344,2.547
185.56,62.9,193,12,1,1.9738,60.21,185.566,1.52
223.1,175,271,15,3,-0.6649,166.72,223.097,2.498
296.4,33.6,404,22,4,3.9453,33.62,296.414,3.732
209.31,44.6,186,14,3,2.1267,12.47,209.314,3.978
260.33,41.6,318,19,3,1.8035,41.57,260.337,2.424
86.13,12.5,66.3,6,0,1.1837,12.53,86.134,1.514
234.29,53.9,262,17,4,1.1268,53.85,234.299,2.127
169.22,12,116,13,2,3.4302,12.03,169.227,2.179
301.29,50.9,365,22,4,2.4924,50.94,301.296,2.422
326.2,50.9,384,21,4,3.99,50.94,326.227,2.838
246.35,33.6,284,18,5,2.7202,33.62,246.354,2.516
148.2,27.7,51.6,10,6,1.3795,27.69,148.202,1.322
218.29,33.6,246,16,4,2.1544,33.62,218.3,2.339
153.14,97.9,156,11,0,0.7592,95.18,153.141,1.532
305.11,87.6,364,19,3,2.2292,84.96,305.117,1.706
150.17,21.8,119,11,3,1.4642,21.76,150.177,1.591
293.79,50.9,300,20,5,3.1223,50.94,293.798,2.354
112.17,17.1,101,8,2,1.7876,17.07,112.172,1.895
280.79,33.6,322,19,4,3.4455,33.62,280.799,3.17
144.17,43.4,129,10,5,0.9187,43.37,144.17,1.375
178.23,26.3,148,13,5,2.1823,26.3,178.231,1.649
178.23,26.3,148,13,5,2.1823,26.3,178.231,1.579
184.2,60.8,120,10,5,2.5305,35.53,184.197,4.292
229.9,0,121,11,0,4.1667,0,229.921,2.448
150.18,55.1,139,11,1,1.2272,55.12,150.181,1.779
305.34,88.8,310,19,7,2.52732,56.71,305.34,3.388
404.02,44.8,370,20,7,5.8844,44.76,404.024,4.276
154.17,59.9,121,11,2,0.23032,59.93,154.173,2.593
202.21,51.6,178,12,3,2.5144,26.3,202.215,3.563
127.14,61.1,133,9,4,1.15498,61.09,127.143,2.104
246.3,49.4,320,18,3,1.86434,49.41,246.31,2.319
315.17,57.6,308,18,3,4.3147,32.34,315.172,2.972
217.22,58.6,257,16,2,2.2636,58.56,217.224,2.261
189.25,29.1,220,14,2,1.8543,29.1,189.258,2.281
252.39,26.3,233,18,0,4.7806,26.3,252.398,2.872
72.11,17.1,24.8,5,2,0.9854,17.07,72.107,1.462
173.17,64.6,190,12,5,-0.5659,64.63,173.168,1.918
360.8,78.7,383,22,8,5.1923,53.35,360.803,3.183
280.32,66.9,472,20,3,1.0226,66.92,280.324,2.051
114.19,15.3,57.5,8,1,-0.0885,15.27,114.192,1.724
210.3,54.6,142,12,7,-0.0676,52.6,210.276,2.804
88.11,18.5,26.5,6,0,0.0332,18.46,88.106,1.322
300.8,15.3,333,21,4,4.8707,15.27,300.833,2.9
427.5,41.5,543,31,9,5.1687,41.49,427.466,2.485
204.26,44.8,136,14,10,1.3828,44.76,204.266,1.497
310.35,76.2,502,22,5,1.6326,76.15,310.35,2.31
178.57,52.6,197,11,4,0.4551,52.6,178.571,0.693
277.7,69.6,313,19,4,3.2741,69.56,277.707,2.063
277.7,69.6,326,19,3,3.79582,69.56,277.707,2.177
104.15,40.5,37.1,7,3,0.1397,40.46,104.149,0.914
269.5,26,145,19,16,6.2066,26.02,269.517,2.051
165.19,52.3,141,12,4,0.8021,52.32,165.192,1.251
310.4,115,284,18,8,3.7237,57.38,310.381,3.667
296.4,115,261,17,8,3.1627,57.38,296.354,4.442
323.4,72.3,370,22,5,2.3852,40.16,323.414,2.379
89.14,46.3,42.8,6,1,-0.284,46.25,89.138,1.488
282.3,115,249,16,7,2.7726,57.38,282.327,2.971
274.47,27.7,238,18,7,4.0958,27.69,274.477,2.048
310.4,115,274,18,9,3.5528,57.38,310.381,3.827
263.4,3.2,312,20,3,4.2141,3.24,263.384,2.767
228.3,0,116,9,2,3.7181,0,228.333,2.685
271.4,12.5,370,20,1,3.3834,12.47,271.404,3.369
271.27,83.6,310,17,6,3.23458,51.48,271.278,4.433
291.3,35.9,469,22,3,2.883,35.91,291.354,2.515
204.26,26.3,331,15,1,2.2553,26.3,204.269,1.912
148.2,38.7,63.9,10,6,0.4203,38.69,148.202,1.121
157.21,55.6,169,11,4,0.8194,55.62,157.213,2.1
262.13,38.3,238,16,5,3.3569,38.33,262.136,2.117
299.33,84.5,463,22,2,0.1437,87.84,299.334,2.893
76.055,75.4,42.9,5,0,-0.9561,75.35,76.055,1.121
299.79,38.8,299,20,7,3.34802,38.77,299.798,2.045
307.4,20.3,375,23,4,4.3936,20.31,307.437,2.975
377.7,9.2,165,15,4,4.9582,9.23,377.737,2.017
207.23,55.4,232,15,4,1.6128,55.4,207.229,2.086
298.33,103,520,21,1,-1.0459,102.68,298.335,3.908
299.79,38.8,311,20,6,3.26634,38.77,299.798,2.239
430.4,217,761,28,4,2.1668,195.02,430.372,1.533
196.33,20.2,188,14,1,3.2197,20.23,196.334,1.67
125.13,37.4,165,9,1,-0.0687,37.38,125.127,3.699
163.22,29.1,139,12,3,1.3652,29.1,163.22,2.334
211.22,65.8,419,16,1,1.617,69.54,211.224,3.366
269.77,29.5,260,18,6,3.12322,29.54,269.772,2.548
667.7,139,1280,51,6,7.4856,138.51,667.677,1.539
337.3,49.3,414,24,5,5.0059,49.33,337.341,2.13
304.21,149,423,22,4,1.6326,149.2,304.21,1.608
308.2,62.8,434,18,1,2.2689,54.45,308.186,2.468
113.07,55.4,161,8,0,-0.6719,63.07,113.072,2.124
296.3,63.6,446,22,2,3.71422,63.6,296.322,3.304
237.34,3.2,267,18,2,3.8249,3.24,237.346,3.13
260.2,105,368,18,8,-0.3298,105.2,260.198,1.438
302.4,35.5,412,22,7,4.1146,35.53,302.414,2.526
597.96,52.9,339,19,5,3.739,52.9,597.96,2.764
246.21,98,278,18,2,1.74,97.99,246.218,2.305
188.18,69.7,209,13,7,0.0718,69.67,188.179,1.197
334.4,40.6,496,25,4,4.0338,40.62,334.419,2.621
214.22,57.5,246,16,2,2.3288,57.53,214.22,1.396
162.19,24.8,203,12,0,1.3018,30.43,162.192,2.21
228.24,46.5,258,17,3,2.6318,46.53,228.247,1.489
320.4,40.6,440,24,5,3.7878,40.62,320.392,2.904
339.3,81.8,430,25,6,3.6529,81.79,339.347,2.583
332.8,46.5,387,23,6,5.58132,46.53,332.827,2.477
98.1,45.4,119,7,1,0.53228,45.38,98.105,2.356
608.7,244,818,38,14,5.2038,142.88,608.746,3.128
266.25,112,345,19,1,3.2563,106.51,266.253,3.612
214.13,96,354,15,4,-0.5924,95.97,214.129,1.553
190.27,76,182,12,4,1.4698,50.69,190.268,3.095
726.9,244,1050,47,16,7.5297,142.88,726.925,3.156
283.02,96,388,17,6,-0.1546,95.97,283.019,1.85
259.13,32.3,262,16,2,2.9087,32.34,259.136,2.502
366.3,96,583,27,8,1.8532,95.97,366.325,1.661
295.5,36.1,314,21,2,3.1944,36.09,295.515,2.135
217.22,58.6,257,16,2,2.2636,58.56,217.224,2.864
212.25,33.2,279,16,1,2.3616,33.2,212.252,2.109
131.17,23.8,153,10,0,2.17512,23.79,131.178,1.641
338.3,96,555,25,6,1.9954,95.97,338.271,1.529
350.29,60.9,526,25,3,2.1635,64.23,350.296,2.636
278.4,188,329,15,4,2.19628,81.42,278.413,1.778
164.24,20.2,122,12,3,3.04322,20.23,164.248,2.174
307.3,56.1,508,23,2,2.57092,59.52,307.353,2.385
336.12,113,405,21,7,1.4163,112.93,336.127,2.527
251.28,65.5,280,18,8,2.2152,65.49,251.282,1.682
387.5,131,440,23,11,4.2059,80.67,387.464,3.588
164.24,20.2,112,12,4,3.1249,20.23,164.248,2.37
291.1,34.1,421,19,0,3.4913,34.14,291.133,1.438
233.35,20.3,246,17,4,3.4697,20.31,233.355,1.59
111.1,50.1,163,8,2,0.23918,50.09,111.1,1.842
192.22,80.3,230,14,1,0.34662,80.29,192.226,1.779
247.5,73.4,154,12,2,2.2436,45.15,247.534,1.996
178.3,114,129,9,0,0.4822,24.06,178.307,2.871
434.5,80.9,711,32,10,5.90748,80.91,434.536,3.483
197.62,29.5,222,13,1,2.2678,35.14,197.621,2.165
360.8,49.7,553,24,3,4.1042,49.74,360.781,2.064
274.2,3.2,220,17,5,4.6847,3.24,274.235,2.685
163.6,37.4,156,10,2,0.271,37.38,163.604,2.515
200.66,29.5,140,13,3,2.32794,29.46,200.665,1.723
133.19,43.7,53,9,5,-0.7071,43.7,133.191,1.465
297.65,106,318,17,4,3.1443,70.83,297.656,2.775
494.6,138,887,35,7,2.4962,113.01,494.569,2.393
212.25,59.8,155,12,6,2.7089,27.69,212.251,2.834
366.9,9.2,486,18,0,4.4015,9.23,366.886,3.732
151.59,23.8,139,10,1,2.40608,23.79,151.596,3.482
206.32,20.2,192,15,3,4.106,20.23,206.329,1.652
198.22,60.8,156,11,4,2.919,35.53,198.224,3.495
249.12,94.9,236,14,2,3.0161,62.77,249.126,5.396
197.15,118,246,14,0,1.39362,112.3,197.15,2.151
335.2,57.6,435,22,3,3.3123,57.59,335.194,3.622
148.2,9.2,112,11,3,2.4237,9.23,148.205,2.081
161.24,32.7,74.5,11,7,0.3371,32.7,161.245,1.821
311.07,96,415,19,8,0.6256,95.97,311.073,1.648
324.68,103,393,19,5,2.7345,83.56,324.682,2.44
290.3,109,355,17,4,2.2659,57.26,290.306,2.22
277.21,72.1,354,19,3,3.207,69.44,277.216,4.346
274.4,66.8,206,19,14,2.8037,66.76,274.401,0.786
88.11,26.3,49.5,6,2,0.2218,26.3,88.106,1.011
208.3,26.3,306,15,3,2.9304,26.3,208.301,1.629
358.5,70.8,207,16,4,5.6862,20.23,358.526,2.098
103.12,49.3,62.7,7,2,-0.8852,49.33,103.121,0.583
246.4,17.1,417,18,1,4.3742,17.07,246.394,1.676
108.14,25.8,62.9,8,0,1.09344,25.78,108.144,2.247
179.24,54.4,207,12,0,2.20644,32.86,179.244,1.788
144.25,20.2,52.7,10,7,2.7293,20.23,144.258,1.608
170.66,27.7,67.9,9,4,0.6425,27.69,170.668,2.533
215.38,64.1,95,15,12,1.6142,64.07,215.385,2.68
336.5,55.4,184,23,20,2.6437,55.38,336.469,2.285
314.4,152,218,14,7,3.4024,36.92,314.352,1.497
210.62,69.1,237,14,2,1.509,69.12,210.62,2.448
192.21,64.4,232,14,1,1.1271,64.35,192.218,2.007
490.6,17.1,631,21,0,4.6182,17.07,490.639,3.73
425.3,18.5,400,21,0,8.1584,18.46,425.309,4.828
356.8,46.5,493,25,6,5.2119,50.44,356.849,4.297
313.4,104,379,20,4,1.7393,77.84,313.4,1.578
148.07,121,123,10,1,-4.792,120.72,148.07,1.494
333.2,69.6,317,21,9,1.7123,69.64,333.215,2.678
352.4,31.8,416,24,4,5.2598,6.48,352.425,3.28
234.2,85,336,13,2,0.5061,68.28,234.245,4.472
207.23,54.3,241,15,4,2.0335,54.26,207.233,4.203
522.8,46.9,632,38,8,7.6056,46.94,522.818,1.718
393.5,55.8,548,29,5,3.43384,55.81,393.531,2.896
156.14,78.4,244,11,1,-1.13608,85.95,156.141,1.495
495.6,114,986,36,2,3.0889,114.46,495.572,4.736
383.7,44.8,330,23,12,5.1657,44.76,383.699,2.885
391.5,44.8,558,29,6,3.8054,44.81,391.515,2.894
361.5,35.6,526,27,4,3.71512,35.58,361.489,2.859
294.3,40.6,375,22,4,3.3977,40.62,294.354,2.745
396.6,74.4,528,22,2,3.7922,66.06,396.605,4.92
159.19,30.7,132,12,2,1.3264,30.71,159.192,2.345
369.5,91.4,486,20,1,3.7886,83.05,369.535,3.229
198.3,26.3,190,14,7,3.3221,26.3,198.306,1.465
381.9,35.6,524,27,4,4.0601,35.58,381.907,2.883
192.22,71.1,227,14,3,1.3458,71.05,192.222,3.551
258.32,59.5,328,19,3,2.5176,59.47,258.321,3.014
239.35,3.2,214,18,5,3.7496,3.24,239.362,3.175
407.5,44.8,534,30,8,4.1149,44.81,407.558,2.911
281.27,116,377,20,4,-0.4569,113.01,281.272,2.972
208.25,35.5,179,15,6,2.2684,35.53,208.257,1.551
141.17,63.3,176,10,3,0.3645,63.32,141.17,3.159
143.18,45.8,135,10,3,2.3571,43.14,143.186,2.364
96.94,0,19.2,4,0,1.9352,0,96.944,1.895
379.5,44.8,506,28,6,3.3347,44.81,379.504,2.88
270.32,57.2,183,19,12,1.1075,57.15,270.325,2.332
180.2,35.5,150,13,5,1.6285,35.53,180.203,1.52
308.4,9.2,187,15,3,5.7424,9.23,308.419,2.856
416,44.8,396,23,6,6.9026,44.76,416.024,1.827
184.19,18.5,162,14,0,3.5846,18.46,184.194,2.179
112.17,6.5,61.5,8,0,-0.3824,6.48,112.176,1.819
72.18,0,17.2,4,0,0.3955,0,72.183,1.671
166.18,52.6,155,12,1,1.2216,52.57,166.18,1.689
376.5,49.4,535,28,6,4.0988,49.41,376.5,2.877
70.13,0,11.6,5,0,1.9505,0,70.135,0.789
408.9,49.4,626,29,6,4.9769,49.41,408.929,2.913
134.17,20.2,122,10,0,1.6662,20.23,134.178,2.335
200.32,26.3,181,14,6,3.2579,26.3,200.322,1.521
291.12,52.6,255,18,8,2.4778,52.6,291.13,2.601
68.08,28.7,28.1,5,0,0.4097,28.68,68.079,2.491
118.18,0,78,9,2,2.4151,0,118.179,1.329
330.16,69.7,448,21,2,2.88,69.72,330.171,1.975
172.57,71.8,159,11,0,1.8304,69.16,172.571,1.933
374.5,49.4,593,28,6,4.3235,49.41,374.484,2.874
156.27,38.1,134,11,0,1.2543,38.05,156.273,2.237
318.5,36.9,169,22,17,4.9054,36.92,318.498,1.554
361.5,35.6,506,27,6,3.673,39.34,361.489,2.859
518.6,156,780,38,5,6.38224,155.52,518.562,2.35
88.15,38.1,21.5,6,3,-0.4454,38.05,88.154,1.967
312.36,55.4,325,22,13,2.148,55.38,312.362,2.275
210.26,85.6,205,14,2,1.8957,57.37,210.258,2.256
209.2,69.7,307,15,4,-0.9297,76.86,209.205,2.352
267.36,50.7,215,19,9,1.6132,50.72,267.369,1.887
215,0,157,12,0,4.0122,0,215.001,2
170.59,37.3,139,11,2,1.8137,37.3,170.595,2.87
324.7,109,387,18,4,2.9193,57.26,324.751,2.023
215.59,72.1,240,14,2,2.0348,69.44,215.592,1.604
198.26,38.9,229,15,0,2.6958,38.91,198.269,3.452
248.15,63.6,313,17,3,2.3289,63.6,248.156,2.79
370.7,64.1,403,21,3,4.8066,38.77,370.685,3.472
153.18,44.5,119,11,2,1.286,44.48,153.181,2.352
264.32,69.3,361,19,5,1.40482,72.68,264.329,4.246
320.4,103,332,19,8,4.1415,52.6,320.372,3.108
130.2,98.2,108,7,2,1.37246,47.58,130.197,3.374
264.32,69.3,372,19,4,1.26072,72.68,264.329,4.143
260.25,87.9,281,16,5,2.4146,55.76,260.251,1.762
204.09,91.6,227,14,0,1.7812,86.28,204.088,3.611
266.29,55.1,352,20,3,3.2136,55.12,266.3,2.235
170.17,60.8,108,9,4,2.1404,35.53,170.17,4.091
215,0,157,12,0,4.0122,0,215.001,1.871
282.25,74.8,556,21,2,0.85382,74.76,282.255,2.07
153.15,29.1,132,11,2,1.5946,29.1,153.156,4.185
183.18,38.3,167,13,3,1.6032,38.33,183.182,4.263
262.35,24.9,239,19,3,1.3496,24.94,262.353,1.715
326.34,106,375,23,7,0.9361,103.09,326.349,2.497
169.26,12.5,126,12,1,1.6513,12.47,169.268,2.978
229.32,20.3,321,17,1,3.24042,20.31,229.323,2.018
202.21,41.9,327,15,0,0.9422,44.12,202.213,2.422
160.27,0,61.9,11,8,4.0966,0,160.276,4.506
198.3,26.3,220,14,5,3.178,26.3,198.306,1.578
239.7,29.5,280,16,2,2.64,29.54,239.702,2.243
188.18,81.1,251,13,2,-1.0712,81.08,188.183,1.974
514.08,37.3,701,31,8,5.7157,37.3,514.078,3.955
121.14,30,111,9,1,1.2842,29.96,121.139,3.378
319.4,115,519,21,4,2.9187,57.61,319.407,4.78
292.29,92.5,436,18,6,1.5336,62.58,292.297,5.086
194.13,9.2,154,13,3,2.9233,9.23,194.127,1.589
316.85,55.4,171,19,14,1.1531,55.38,316.854,2.557
169.38,0,64,7,1,2.6217,0,169.385,1.337
330.3,71.1,410,24,9,2.8563,71.06,330.336,2.051
268.3,115,236,15,6,2.3825,57.38,268.3,3.229
280.28,99.8,259,17,8,3.0463,74.45,280.286,4.415
331.21,106,394,20,4,3.5097,70.83,331.208,3.122
168.24,52.1,145,12,3,2.3345,52.05,168.24,3.068
225.11,0,161,14,2,4.3174,0,225.118,2.051
265.03,28.7,221,14,0,3.3442,28.68,265.032,3.976
422.9,26.3,622,29,6,6.66242,26.3,422.874,3.89
296.4,115,273,17,7,3.0186,57.38,296.354,2.397
176.14,52,147,12,0,1.8698,52.04,176.141,2.666
133.16,29.1,93.1,9,3,0.7281,29.1,133.166,3.501
283.35,82.1,301,19,4,1.9641,56.79,283.349,1.72
310.03,74.5,322,17,0,3.2524,71.82,310.029,5.4
310.03,74.5,322,17,0,3.2524,71.82,310.029,4.33
350.4,97.9,398,24,7,3.28412,69.68,350.44,1.796
303.8,0,191,14,1,4.4588,0,303.844,2.58
265.57,74.5,322,17,0,3.1433,71.82,265.578,4.43
